8643.521333,52700,3185,49515,0,0
8644.516517,53950,3216,50734,0,0
8645.555460,54218,3216,51002,0,0
8646.575469,54842,3216,51626,0,0
8647.595200,55127,3216,51911,0,0
8648.625329,55840,3216,52624,0,0
8649.634721,55968,3216,52752,0,0
8650.654435,57395,3216,54179,0,0
8651.674247,57637,3216,54421,0,0
8652.694510,57762,3216,54546,0,0
8653.724604,116531,6432,110099,0,0
8655.753896,59182,3216,55966,0,0
8656.775901,59349,3216,56133,0,0
8657.805822,59814,3216,56598,0,0
8658.836074,60383,3216,57167,0,0
8659.845455,61253,3216,58037,0,0
8660.865265,61257,3216,58041,0,0
8661.885073,61840,3216,58624,0,0
8662.904863,61990,3216,58774,0,0
8663.935100,62186,3216,58970,0,0
8664.944431,62186,3216,58970,0,0
8665.964215,62685,3216,59469,0,0
8666.984002,126778,6432,120346,0,0
8668.990622,126916,6225,120691,0,0
8670.043548,63584,3216,60368,0,0
8671.063341,63907,3216,60691,0,0
8672.083131,63963,3216,60747,0,0
8673.102925,64037,3216,60821,0,0
8674.133163,64145,3216,60929,0,0
8675.142543,64326,3216,61110,0,0
8676.162336,64737,3216,61521,0,0
8677.182249,64737,3216,61521,0,0
8678.202188,64909,3216,61693,0,0
8679.232558,65139,3423,61716,0,0
8680.241969,129882,6432,123450,0,0
8682.281722,65318,3216,62102,0,0
8683.301600,65546,3216,62330,0,0
8684.332073,66255,3216,63039,0,0
8685.341463,66290,3216,63074,0,0
8686.361361,66633,3216,63417,0,0
8687.381260,66642,3216,63426,0,0
8688.404986,66668,3216,63452,0,0
8689.435339,66680,3216,63464,0,0
8690.444769,66754,3216,63538,0,0
8691.464677,66988,3423,63565,0,0
8692.484587,133848,6432,127416,0,0
8694.534916,67165,3216,63949,0,0
8695.544325,67542,3216,64326,0,0
8696.564236,67562,3216,64346,0,0
8697.584169,67562,3216,64346,0,0
8698.604059,67564,3216,64348,0,0
8699.634445,67880,3216,64664,0,0
8700.643841,67880,3216,64664,0,0
8701.663743,67939,3216,64723,0,0
8702.683651,67949,3216,64733,0,0
8703.703547,67998,3216,64782,0,0
8704.733900,136870,6432,130438,0,0
8706.688924,136649,6225,130424,0,0
8707.783087,68445,3216,65229,0,0
8708.802991,68445,3216,65229,0,0
8709.833374,68612,3216,65396,0,0
8710.842768,68628,3216,65412,0,0
8711.862647,68632,3216,65416,0,0
8712.882546,68632,3216,65416,0,0
8713.902442,68634,3216,65418,0,0
8714.938258,68657,3216,65441,0,0
8715.947807,68887,3423,65464,0,0
8716.967803,138047,6432,131615,0,0
8718.998270,137861,6225,131636,0,0
8720.038339,69061,3216,65845,0,0
8721.047829,69135,3216,65919,0,0
8722.067810,69135,3216,65919,0,0
8723.087805,69135,3216,65919,0,0
8724.107815,69136,3216,65920,0,0
8725.138260,69136,3216,65920,0,0
8726.147782,69136,3216,65920,0,0
8727.167781,69151,3216,65935,0,0
8728.187776,69723,3423,66300,0,0
8729.207770,139097,6432,132665,0,0
8731.238205,138893,6225,132668,0,0
8732.267744,69564,3216,66348,0,0
8733.287759,69564,3216,66348,0,0
8734.307763,69913,3216,66697,0,0
8735.338229,69917,3216,66701,0,0
8736.347771,69917,3216,66701,0,0
8737.367757,69920,3216,66704,0,0
8738.387753,69929,3216,66713,0,0
8739.407743,69929,3216,66713,0,0
8740.438200,70172,3423,66749,0,0
8742.354879,139722,6225,133497,0,0
8743.487670,69976,3216,66760,0,0
8744.507684,69976,3216,66760,0,0
8745.538188,69994,3216,66778,0,0
8746.547712,69994,3216,66778,0,0
8747.567731,70022,3216,66806,0,0
8748.587719,70022,3216,66806,0,0
8749.607708,70099,3216,66883,0,0
